,expression,force,flavor,can_express,polarity,syntactically_negated,full_form,notes,Language,lang_ID,Unnamed: 8,register
43,paleng,weak necessity,teleological,0,,,,,Javanese-Paciran,java1254,,
44,paleng,weak necessity,bouletic,0,,,,,Javanese-Paciran,java1254,,
45,oleh,weak,epistemic,0,,,,,Javanese-Paciran,java1254,,
46,oleh,weak,deontic,1,,,,,Javanese-Paciran,java1254,,
47,oleh,weak,circumstantial,0,,,,,Javanese-Paciran,java1254,,
48,oleh,weak,teleological,?,,,,,Javanese-Paciran,java1254,,
49,oleh,weak,bouletic,?,,,,,Javanese-Paciran,java1254,,
50,oleh,strong,epistemic,0,,,,,Javanese-Paciran,java1254,,
51,oleh,strong,deontic,0,,,,,Javanese-Paciran,java1254,,
52,oleh,strong,circumstantial,0,,,,,Javanese-Paciran,java1254,,
53,oleh,strong,teleological,?,,,,,Javanese-Paciran,java1254,,
54,oleh,strong,bouletic,?,,,,,Javanese-Paciran,java1254,,
55,oleh,weak necessity,epistemic,0,,,,,Javanese-Paciran,java1254,,
56,oleh,weak necessity,deontic,0,,,,,Javanese-Paciran,java1254,,
57,oleh,weak necessity,circumstantial,0,,,,,Javanese-Paciran,java1254,,
58,oleh,weak necessity,teleological,0,,,,,Javanese-Paciran,java1254,,
59,oleh,weak necessity,bouletic,0,,,,,Javanese-Paciran,java1254,,
60,iso,weak,epistemic,0,,,,,Javanese-Paciran,java1254,,
61,iso,weak,deontic,0,,,,,Javanese-Paciran,java1254,,
62,iso,weak,circumstantial,1,,,,,Javanese-Paciran,java1254,,
63,iso,weak,teleological,?,,,,,Javanese-Paciran,java1254,,
64,iso,weak,bouletic,?,,,,,Javanese-Paciran,java1254,,
65,iso,strong,epistemic,0,,,,,Javanese-Paciran,java1254,,
66,iso,strong,deontic,0,,,,,Javanese-Paciran,java1254,,
67,iso,strong,circumstantial,0,,,,,Javanese-Paciran,java1254,,
68,iso,strong,teleological,?,,,,,Javanese-Paciran,java1254,,
69,iso,strong,bouletic,?,,,,,Javanese-Paciran,java1254,,
70,iso,weak necessity,epistemic,0,,,,,Javanese-Paciran,java1254,,
71,iso,weak necessity,deontic,0,,,,,Javanese-Paciran,java1254,,
72,iso,weak necessity,circumstantial,0,,,,,Javanese-Paciran,java1254,,
73,iso,weak necessity,teleological,0,,,,,Javanese-Paciran,java1254,,
74,iso,weak necessity,bouletic,0,,,,,Javanese-Paciran,java1254,,
75,kudu1,weak,epistemic,0,,,,,Javanese-Paciran,java1254,,
76,kudu1,weak,deontic,0,,,,,Javanese-Paciran,java1254,,
77,kudu1,weak,circumstantial,0,,,,,Javanese-Paciran,java1254,,
78,kudu1,weak,teleological,0,,,,,Javanese-Paciran,java1254,,
79,kudu1,weak,bouletic,0,,,,,Javanese-Paciran,java1254,,
80,kudu1,strong,epistemic,0,,,,,Javanese-Paciran,java1254,,
81,kudu1,strong,deontic,1,,,,,Javanese-Paciran,java1254,,
82,kudu1,strong,circumstantial,1,,,,,Javanese-Paciran,java1254,,
83,kudu1,strong,teleological,1,,,,,Javanese-Paciran,java1254,,
84,kudu1,strong,bouletic,0,,,,,Javanese-Paciran,java1254,,
85,kudu1,weak necessity,epistemic,0,,,,,Javanese-Paciran,java1254,,
86,kudu1,weak necessity,deontic,0,,,,,Javanese-Paciran,java1254,,
87,kudu1,weak necessity,circumstantial,0,,,,,Javanese-Paciran,java1254,,
88,kudu1,weak necessity,teleological,0,,,,,Javanese-Paciran,java1254,,
89,kudu1,weak necessity,bouletic,0,,,,,Javanese-Paciran,java1254,,
90,kudu1-ne,weak,epistemic,0,,,,,Javanese-Paciran,java1254,,
91,kudu1-ne,weak,deontic,0,,,,,Javanese-Paciran,java1254,,
92,kudu1-ne,weak,circumstantial,0,,,,,Javanese-Paciran,java1254,,
93,kudu1-ne,weak,teleological,0,,,,,Javanese-Paciran,java1254,,
94,kudu1-ne,weak,bouletic,0,,,,,Javanese-Paciran,java1254,,
95,kudu1-ne,strong,epistemic,0,,,,,Javanese-Paciran,java1254,,
96,kudu1-ne,strong,deontic,0,,,,,Javanese-Paciran,java1254,,
97,kudu1-ne,strong,circumstantial,0,,,,,Javanese-Paciran,java1254,,
98,kudu1-ne,strong,teleological,0,,,,,Javanese-Paciran,java1254,,
99,kudu1-ne,strong,bouletic,0,,,,,Javanese-Paciran,java1254,,
100,kudu1-ne,weak necessity,epistemic,0,,,,,Javanese-Paciran,java1254,,
101,kudu1-ne,weak necessity,deontic,1,,,,,Javanese-Paciran,java1254,,
102,kudu1-ne,weak necessity,circumstantial,1,,,,,Javanese-Paciran,java1254,,
103,kudu1-ne,weak necessity,teleological,1,,,,,Javanese-Paciran,java1254,,
104,kudu1-ne,weak necessity,bouletic,0,,,,,Javanese-Paciran,java1254,,
105,kudu2,weak,epistemic,0,,,,,Javanese-Paciran,java1254,,
106,kudu2,weak,deontic,0,,,,,Javanese-Paciran,java1254,,
107,kudu2,weak,circumstantial,0,,,,,Javanese-Paciran,java1254,,
108,kudu2,weak,teleological,0,,,,,Javanese-Paciran,java1254,,
109,kudu2,weak,bouletic,0,,,,,Javanese-Paciran,java1254,,
110,kudu2,strong,epistemic,0,,,,,Javanese-Paciran,java1254,,
111,kudu2,strong,deontic,0,,,,,Javanese-Paciran,java1254,,
112,kudu2,strong,circumstantial,0,,,,,Javanese-Paciran,java1254,,
113,kudu2,strong,teleological,0,,,,,Javanese-Paciran,java1254,,
114,kudu2,strong,bouletic,1,,,,,Javanese-Paciran,java1254,,
115,kudu2,weak necessity,epistemic,0,,,,,Javanese-Paciran,java1254,,
116,kudu2,weak necessity,deontic,0,,,,,Javanese-Paciran,java1254,,
117,kudu2,weak necessity,circumstantial,0,,,,,Javanese-Paciran,java1254,,
118,kudu2,weak necessity,teleological,0,,,,,Javanese-Paciran,java1254,,
119,kudu2,weak necessity,bouletic,0,,,,,Javanese-Paciran,java1254,,
0,mwanka,strong,epistemic,1,positive,no,n'wa mwanka,"n'wa is a focus marker that occurs in positive contexts, the relation betwen n'wa and mwanka is unclear",Kiitharaka,thar1283,,
1,mwanka,weak necessity,epistemic,?,positive,no,n'wa mwanka,,Kiitharaka,thar1283,,
2,mwanka,weak,epistemic,?,positive,no,n'wa mwanka,,Kiitharaka,thar1283,,
3,mwanka,strong,deontic,1,positive,no,n'wa mwanka,,Kiitharaka,thar1283,,
4,mwanka,weak necessity,deontic,?,positive,no,n'wa mwanka,,Kiitharaka,thar1283,,
5,mwanka,weak,deontic,?,positive,no,n'wa mwanka,,Kiitharaka,thar1283,,
6,mwanka,strong,teleological,1,positive,no,n'wa mwanka,,Kiitharaka,thar1283,,
7,mwanka,weak necessity,teleological,?,positive,no,n'wa mwanka,,Kiitharaka,thar1283,,
8,mwanka,weak,teleological,?,positive,no,n'wa mwanka,,Kiitharaka,thar1283,,
9,mwanka,strong,circumstantial,1,positive,no,n'wa mwanka,,Kiitharaka,thar1283,,
10,mwanka,weak,circumstantial,?,positive,no,n'wa mwanka,,Kiitharaka,thar1283,,
11,mwanka,strong,bouletic,1,positive,no,n'wa mwanka,,Kiitharaka,thar1283,,
12,mwanka,strong,epistemic,1,negative,yes,t'wa mwanka,,Kiitharaka,thar1283,,
13,mwanka,weak necessity,epistemic,?,negative,yes,t'wa mwanka,,Kiitharaka,thar1283,,
14,mwanka,weak,epistemic,?,negative,yes,t'wa mwanka,,Kiitharaka,thar1283,,
15,mwanka,strong,deontic,1,negative,yes,t'wa mwanka,,Kiitharaka,thar1283,,
16,mwanka,weak necessity,deontic,?,negative,yes,t'wa mwanka,,Kiitharaka,thar1283,,
17,mwanka,weak,deontic,?,negative,yes,t'wa mwanka,,Kiitharaka,thar1283,,
18,mwanka,strong,teleological,1,negative,yes,t'wa mwanka,,Kiitharaka,thar1283,,
19,mwanka,weak necessity,teleological,?,negative,yes,t'wa mwanka,,Kiitharaka,thar1283,,
20,mwanka,weak,teleological,?,negative,yes,t'wa mwanka,,Kiitharaka,thar1283,,
21,mwanka,strong,circumstantial,1,negative,yes,t'wa mwanka,,Kiitharaka,thar1283,,
22,mwanka,weak,circumstantial,?,negative,yes,t'wa mwanka,,Kiitharaka,thar1283,,
23,mwanka,strong,bouletic,?,negative,yes,t'wa mwanka,,Kiitharaka,thar1283,,
24,perfective aspect,strong,epistemic,?,positive,no,n'wa + perf,the author noted it is not clear whether perfective could occur under epistemic,Kiitharaka,thar1283,,
25,perfective aspect,weak necessity,epistemic,?,positive,no,n'wa + perf,,Kiitharaka,thar1283,,
26,perfective aspect,weak,epistemic,?,positive,no,n'wa + perf,,Kiitharaka,thar1283,,
27,perfective aspect,strong,deontic,?,positive,no,n'wa + perf,the author noted it is not clear whether perfective could occur under deontic,Kiitharaka,thar1283,,
28,perfective aspect,weak necessity,deontic,?,positive,no,n'wa + perf,,Kiitharaka,thar1283,,
29,perfective aspect,weak,deontic,?,positive,no,n'wa + perf,,Kiitharaka,thar1283,,
30,perfective aspect,strong,teleological,1,positive,no,n'wa + perf,,Kiitharaka,thar1283,,
31,perfective aspect,weak necessity,teleological,?,positive,no,n'wa + perf,,Kiitharaka,thar1283,,
32,perfective aspect,weak,teleological,?,positive,no,n'wa + perf,,Kiitharaka,thar1283,,
33,perfective aspect,strong,circumstantial,1,positive,no,n'wa + perf,,Kiitharaka,thar1283,,
34,perfective aspect,weak,circumstantial,?,positive,no,n'wa + perf,,Kiitharaka,thar1283,,
35,perfective aspect,strong,bouletic,1,positive,no,n'wa + perf,,Kiitharaka,thar1283,,
36,wîgue,strong,epistemic,?,positive,no,n'wa wîgue,it is translated as 'be'/'likely',Kiitharaka,thar1283,,
37,wîgue,weak necessity,epistemic,1,positive,no,n'wa wîgue,,Kiitharaka,thar1283,,
38,wîgue,weak,epistemic,1,positive,no,n'wa wîgue,,Kiitharaka,thar1283,,
39,wîgue,strong,deontic,?,positive,no,n'wa wîgue,,Kiitharaka,thar1283,,
40,wîgue,weak necessity,deontic,?,positive,no,n'wa wîgue,,Kiitharaka,thar1283,,
41,wîgue,weak,deontic,?,positive,no,n'wa wîgue,,Kiitharaka,thar1283,,
42,wîgue,strong,teleological,?,positive,no,n'wa wîgue,,Kiitharaka,thar1283,,
43,wîgue,weak necessity,teleological,?,positive,no,n'wa wîgue,,Kiitharaka,thar1283,,
44,wîgue,weak,teleological,?,positive,no,n'wa wîgue,,Kiitharaka,thar1283,,
45,wîgue,strong,circumstantial,?,positive,no,n'wa wîgue,,Kiitharaka,thar1283,,
46,wîgue,weak,circumstantial,?,positive,no,n'wa wîgue,,Kiitharaka,thar1283,,
47,wîgue,strong,bouletic,?,positive,no,n'wa wîgue,,Kiitharaka,thar1283,,
48,ûmba,strong,epistemic,？,positive,no,n'wa ûmba,,Kiitharaka,thar1283,,
49,ûmba,weak necessity,epistemic,1,positive,no,n'wa ûmba,,Kiitharaka,thar1283,,
50,ûmba,weak,epistemic,0,positive,no,n'wa ûmba,,Kiitharaka,thar1283,,
51,ûmba,strong,deontic,?,positive,no,n'wa ûmba,,Kiitharaka,thar1283,,
52,ûmba,weak necessity,deontic,?,positive,no,n'wa ûmba,the author noted it is not clear if it could be used here,Kiitharaka,thar1283,,
53,ûmba,weak,deontic,?,positive,no,n'wa ûmba,,Kiitharaka,thar1283,,
54,ûmba,strong,teleological,?,positive,no,n'wa ûmba,,Kiitharaka,thar1283,,
55,ûmba,weak necessity,teleological,?,positive,no,n'wa ûmba,the author noted it is not clear if it could be used here,Kiitharaka,thar1283,,
56,ûmba,weak,teleological,?,positive,no,n'wa ûmba,,Kiitharaka,thar1283,,
57,ûmba,strong,circumstantial,?,positive,no,n'wa ûmba,,Kiitharaka,thar1283,,
58,ûmba,weak,circumstantial,?,positive,no,n'wa ûmba,,Kiitharaka,thar1283,,
59,ûmba,strong,bouletic,?,positive,no,n'wa ûmba,,Kiitharaka,thar1283,,
60,ûmba,strong,epistemic,?,negative,yes,ti ûmba,,Kiitharaka,thar1283,,
61,ûmba,weak necessity,epistemic,?,negative,yes,ti ûmba,,Kiitharaka,thar1283,,
62,ûmba,weak,epistemic,1,negative,yes,ti ûmba,,Kiitharaka,thar1283,,
63,ûmba,strong,deontic,?,negative,yes,ti ûmba,,Kiitharaka,thar1283,,
64,ûmba,weak necessity,deontic,?,negative,yes,ti ûmba,,Kiitharaka,thar1283,,
65,ûmba,weak,deontic,?,negative,yes,ti ûmba,,Kiitharaka,thar1283,,
66,ûmba,strong,teleological,?,negative,yes,ti ûmba,,Kiitharaka,thar1283,,
67,ûmba,weak necessity,teleological,?,negative,yes,ti ûmba,,Kiitharaka,thar1283,,
68,ûmba,weak,teleological,1,negative,yes,ti ûmba,,Kiitharaka,thar1283,,
69,ûmba,strong,circumstantial,?,negative,yes,ti ûmba,,Kiitharaka,thar1283,,
70,ûmba,weak,circumstantial,1,negative,yes,ti ûmba,,Kiitharaka,thar1283,,
71,ûmba,strong,bouletic,?,negative,yes,ti ûmba,,Kiitharaka,thar1283,,
72,batîîr-i,strong,epistemic,?,positive,no,batîîr-i,"batîîr means 'require', -i is a normalizer",Kiitharaka,thar1283,,
73,batîîr-i,weak necessity,epistemic,?,positive,no,batîîr-i,,Kiitharaka,thar1283,,
74,batîîr-i,weak,epistemic,?,positive,no,batîîr-i,,Kiitharaka,thar1283,,
75,batîîr-i,strong,deontic,?,positive,no,batîîr-i,,Kiitharaka,thar1283,,
76,batîîr-i,weak necessity,deontic,1,positive,no,batîîr-i,,Kiitharaka,thar1283,,
77,batîîr-i,weak,deontic,?,positive,no,batîîr-i,,Kiitharaka,thar1283,,
78,batîîr-i,strong,teleological,?,positive,no,batîîr-i,,Kiitharaka,thar1283,,
79,batîîr-i,weak necessity,teleological,?,positive,no,batîîr-i,,Kiitharaka,thar1283,,
80,batîîr-i,weak,teleological,?,positive,no,batîîr-i,,Kiitharaka,thar1283,,
81,batîîr-i,strong,circumstantial,?,positive,no,batîîr-i,,Kiitharaka,thar1283,,
82,batîîr-i,weak,circumstantial,?,positive,no,batîîr-i,,Kiitharaka,thar1283,,
83,batîîr-i,strong,bouletic,?,positive,no,batîîr-i,,Kiitharaka,thar1283,,
84,n+verb,strong,epistemic,?,positive,no,n+verb,"n is the focus marker, this is different from n'wa, which is n+wa",Kiitharaka,thar1283,,
85,n+verb,weak necessity,epistemic,?,positive,no,n+verb,,Kiitharaka,thar1283,,
86,n+verb,weak,epistemic,?,positive,no,n+verb,,Kiitharaka,thar1283,,
87,n+verb,strong,deontic,?,positive,no,n+verb,,Kiitharaka,thar1283,,
88,n+verb,weak necessity,deontic,?,positive,no,n+verb,,Kiitharaka,thar1283,,
89,n+verb,weak,deontic,?,positive,no,n+verb,,Kiitharaka,thar1283,,
90,n+verb,strong,teleological,?,positive,no,n+verb,,Kiitharaka,thar1283,,
91,n+verb,weak necessity,teleological,1,positive,no,n+verb,,Kiitharaka,thar1283,,
92,n+verb,weak,teleological,?,positive,no,n+verb,,Kiitharaka,thar1283,,
93,n+verb,strong,circumstantial,?,positive,no,n+verb,,Kiitharaka,thar1283,,
94,n+verb,weak,circumstantial,?,positive,no,n+verb,,Kiitharaka,thar1283,,
95,n+verb,strong,bouletic,?,positive,no,n+verb,,Kiitharaka,thar1283,,
96,ti+verb,strong,epistemic,?,negative,yes,ti+verb,ti is the negation ,Kiitharaka,thar1283,,
97,ti+verb,weak necessity,epistemic,?,negative,yes,ti+verb,,Kiitharaka,thar1283,,
98,ti+verb,weak,epistemic,?,negative,yes,ti+verb,,Kiitharaka,thar1283,,
99,ti+verb,strong,deontic,?,negative,yes,ti+verb,,Kiitharaka,thar1283,,
100,ti+verb,weak necessity,deontic,?,negative,yes,ti+verb,,Kiitharaka,thar1283,,
101,ti+verb,weak,deontic,?,negative,yes,ti+verb,,Kiitharaka,thar1283,,
102,ti+verb,strong,teleological,?,negative,yes,ti+verb,,Kiitharaka,thar1283,,
103,ti+verb,weak necessity,teleological,?,negative,yes,ti+verb,,Kiitharaka,thar1283,,
104,ti+verb,weak,teleological,1,negative,yes,ti+verb,,Kiitharaka,thar1283,,
105,ti+verb,strong,circumstantial,?,negative,yes,ti+verb,,Kiitharaka,thar1283,,
106,ti+verb,weak,circumstantial,?,negative,yes,ti+verb,,Kiitharaka,thar1283,,
107,ti+verb,strong,bouletic,?,negative,yes,ti+verb,,Kiitharaka,thar1283,,
108,n'wa +verb ,strong,epistemic,?,positive,no,n'wa + verb,n'wa is foc+wa,Kiitharaka,thar1283,,
109,n'wa +verb ,weak necessity,epistemic,?,positive,no,n'wa + verb,,Kiitharaka,thar1283,,
110,n'wa +verb ,weak,epistemic,?,positive,no,n'wa + verb,,Kiitharaka,thar1283,,
111,n'wa +verb ,strong,deontic,?,positive,no,n'wa + verb,,Kiitharaka,thar1283,,
112,n'wa +verb ,weak necessity,deontic,?,positive,no,n'wa + verb,,Kiitharaka,thar1283,,
113,n'wa +verb ,weak,deontic,1,positive,no,n'wa + verb,,Kiitharaka,thar1283,,
114,n'wa +verb ,strong,teleological,?,positive,no,n'wa + verb,,Kiitharaka,thar1283,,
115,n'wa +verb ,weak necessity,teleological,?,positive,no,n'wa + verb,,Kiitharaka,thar1283,,
116,n'wa +verb ,weak,teleological,1,positive,no,n'wa + verb,,Kiitharaka,thar1283,,
117,n'wa +verb ,strong,circumstantial,?,positive,no,n'wa + verb,,Kiitharaka,thar1283,,
118,n'wa +verb ,weak,circumstantial,1,positive,no,n'wa + verb,,Kiitharaka,thar1283,,
119,n'wa +verb ,strong,bouletic,?,positive,no,n'wa + verb,,Kiitharaka,thar1283,,
120,n'wa + ka,strong,epistemic,?,positive,no,n'wa + ka,ka is subjunctive/imperative like element,Kiitharaka,thar1283,,
121,n'wa + ka,weak necessity,epistemic,?,positive,no,n'wa + ka,,Kiitharaka,thar1283,,
122,n'wa + ka,weak,epistemic,?,positive,no,n'wa + ka,it is not clear if the expression could be used here,Kiitharaka,thar1283,,
123,n'wa + ka,strong,deontic,?,positive,no,n'wa + ka,,Kiitharaka,thar1283,,
124,n'wa + ka,weak necessity,deontic,?,positive,no,n'wa + ka,,Kiitharaka,thar1283,,
125,n'wa + ka,weak,deontic,1,positive,no,n'wa + ka,,Kiitharaka,thar1283,,
126,n'wa + ka,strong,teleological,?,positive,no,n'wa + ka,,Kiitharaka,thar1283,,
127,n'wa + ka,weak necessity,teleological,?,positive,no,n'wa + ka,,Kiitharaka,thar1283,,
128,n'wa + ka,weak,teleological,?,positive,no,n'wa + ka,it is not clear if the expression could be used here,Kiitharaka,thar1283,,
129,n'wa + ka,strong,circumstantial,?,positive,no,n'wa + ka,,Kiitharaka,thar1283,,
130,n'wa + ka,weak,circumstantial,?,positive,no,n'wa + ka,,Kiitharaka,thar1283,,
131,n'wa + ka,strong,bouletic,?,positive,no,n'wa + ka,,Kiitharaka,thar1283,,
132,ti + ka,strong,epistemic,?,negative,yes,ti + ka,"ka is subjunctive/imperative like element, ti is negation",Kiitharaka,thar1283,,
133,ti + ka,weak necessity,epistemic,?,negative,yes,ti + ka,,Kiitharaka,thar1283,,
134,ti + ka,weak,epistemic,?,negative,yes,ti + ka,,Kiitharaka,thar1283,,
135,ti + ka,strong,deontic,?,negative,yes,ti + ka,,Kiitharaka,thar1283,,
136,ti + ka,weak necessity,deontic,?,negative,yes,ti + ka,,Kiitharaka,thar1283,,
137,ti + ka,weak,deontic,1,negative,yes,ti + ka,,Kiitharaka,thar1283,,
138,ti + ka,strong,teleological,?,negative,yes,ti + ka,,Kiitharaka,thar1283,,
139,ti + ka,weak necessity,teleological,?,negative,yes,ti + ka,,Kiitharaka,thar1283,,
140,ti + ka,weak,teleological,?,negative,yes,ti + ka,,Kiitharaka,thar1283,,
141,ti + ka,strong,circumstantial,?,negative,yes,ti + ka,,Kiitharaka,thar1283,,
142,ti + ka,weak,circumstantial,?,negative,yes,ti + ka,,Kiitharaka,thar1283,,
143,ti + ka,strong,bouletic,?,negative,yes,ti + ka,,Kiitharaka,thar1283,,
144,racima,strong,epistemic,1,negative,yes ,ti racima,,Kiitharaka,thar1283,,
145,racima,weak necessity,epistemic,?,negative,yes ,ti racima,,Kiitharaka,thar1283,,
146,racima,weak,epistemic,?,negative,yes ,ti racima,,Kiitharaka,thar1283,,
147,racima,strong,deontic,1,negative,yes ,ti racima,,Kiitharaka,thar1283,,
148,racima,weak necessity,deontic,?,negative,yes ,ti racima,,Kiitharaka,thar1283,,
149,racima,weak,deontic,?,negative,yes ,ti racima,,Kiitharaka,thar1283,,
150,racima,strong,teleological,1,negative,yes ,ti racima,,Kiitharaka,thar1283,,
151,racima,weak necessity,teleological,?,negative,yes ,ti racima,,Kiitharaka,thar1283,,
152,racima,weak,teleological,?,negative,yes ,ti racima,,Kiitharaka,thar1283,,
153,racima,strong,circumstantial,1,negative,yes ,ti racima,,Kiitharaka,thar1283,,
154,racima,weak,circumstantial,?,negative,yes ,ti racima,,Kiitharaka,thar1283,,
155,racima,strong,bouletic,?,negative,yes ,ti racima,,Kiitharaka,thar1283,,
0,-napo-,strong,epistemic,1,positive,no,V + napo-ta,,Korean,kore1280,,
1,-napo-,weak necessity,epistemic,?,positive,no,V + napo-ta,,Korean,kore1280,,
2,-napo-,weak,epistemic,?,positive,no,V + napo-ta,,Korean,kore1280,,
3,-napo-,strong,deontic,?,positive,no,V + napo-ta,,Korean,kore1280,,
4,-napo-,weak necessity,deontic,?,positive,no,V + napo-ta,,Korean,kore1280,,
5,-napo-,weak,deontic,?,positive,no,V + napo-ta,,Korean,kore1280,,
6,-napo-,strong,teleological,?,positive,no,V + napo-ta,,Korean,kore1280,,
7,-napo-,weak necessity,teleological,?,positive,no,V + napo-ta,,Korean,kore1280,,
8,-napo-,weak,teleological,?,positive,no,V + napo-ta,,Korean,kore1280,,
9,-napo-,strong,circumstantial,?,positive,no,V + napo-ta,,Korean,kore1280,,
10,-napo-,weak,circumstantial,?,positive,no,V + napo-ta,,Korean,kore1280,,
11,-napo-,strong,bouletic,?,positive,no,V + napo-ta,,Korean,kore1280,,
12,-keyss-,strong,epistemic,1,positive,no,V + keyss-ta,likely an evidential,Korean,kore1280,,
13,-keyss-,weak necessity,epistemic,1,positive,no,V + keyss-ta,,Korean,kore1280,,
14,-keyss-,weak,epistemic,?,positive,no,V + keyss-ta,,Korean,kore1280,,
15,-keyss-,strong,deontic,?,positive,no,V + keyss-ta,,Korean,kore1280,,
16,-keyss-,weak necessity,deontic,?,positive,no,V + keyss-ta,,Korean,kore1280,,
17,-keyss-,weak,deontic,?,positive,no,V + keyss-ta,,Korean,kore1280,,
18,-keyss-,strong,teleological,?,positive,no,V + keyss-ta,,Korean,kore1280,,
19,-keyss-,weak necessity,teleological,?,positive,no,V + keyss-ta,,Korean,kore1280,,
20,-keyss-,weak,teleological,?,positive,no,V + keyss-ta,,Korean,kore1280,,
21,-keyss-,strong,circumstantial,?,positive,no,V + keyss-ta,,Korean,kore1280,,
22,-keyss-,weak,circumstantial,?,positive,no,V + keyss-ta,,Korean,kore1280,,
23,-keyss-,strong,bouletic,?,positive,no,V + keyss-ta,,Korean,kore1280,,
24,-ya + ha-,strong,epistemic,?,positive,no,V-ya ha-...-ta,,Korean,kore1280,,
25,-ya + ha-,weak necessity,epistemic,?,positive,no,V-ya ha-...-ta,,Korean,kore1280,,
26,-ya + ha-,weak,epistemic,?,positive,no,V-ya ha-...-ta,,Korean,kore1280,,
27,-ya + ha-,strong,deontic,1,positive,no,V-ya ha-...-ta,,Korean,kore1280,,
28,-ya + ha-,weak necessity,deontic,1,positive,no,V-ya ha-...-ta,,Korean,kore1280,,
29,-ya + ha-,weak,deontic,?,positive,no,V-ya ha-...-ta,,Korean,kore1280,,
30,-ya + ha-,strong,teleological,1,positive,no,V-ya ha-...-ta,,Korean,kore1280,,
31,-ya + ha-,weak necessity,teleological,?,positive,no,V-ya ha-...-ta,,Korean,kore1280,,
32,-ya + ha-,weak,teleological,?,positive,no,V-ya ha-...-ta,,Korean,kore1280,,
33,-ya + ha-,strong,circumstantial,1,positive,no,V-ya ha-...-ta,,Korean,kore1280,,
34,-ya + ha-,weak,circumstantial,?,positive,no,V-ya ha-...-ta,,Korean,kore1280,,
35,-ya + ha-,strong,bouletic,?,positive,no,V-ya ha-...-ta,,Korean,kore1280,,
36,-ko + siph-,strong,epistemic,?,positive,no,V-ko siph-ta,,Korean,kore1280,,
37,-ko + siph-,weak necessity,epistemic,?,positive,no,V-ko siph-ta,,Korean,kore1280,,
38,-ko + siph-,weak,epistemic,?,positive,no,V-ko siph-ta,,Korean,kore1280,,
39,-ko + siph-,strong,deontic,?,positive,no,V-ko siph-ta,,Korean,kore1280,,
40,-ko + siph-,weak necessity,deontic,?,positive,no,V-ko siph-ta,,Korean,kore1280,,
41,-ko + siph-,weak,deontic,?,positive,no,V-ko siph-ta,,Korean,kore1280,,
42,-ko + siph-,strong,teleological,?,positive,no,V-ko siph-ta,,Korean,kore1280,,
43,-ko + siph-,weak necessity,teleological,?,positive,no,V-ko siph-ta,,Korean,kore1280,,
44,-ko + siph-,weak,teleological,?,positive,no,V-ko siph-ta,,Korean,kore1280,,
45,-ko + siph-,strong,circumstantial,?,positive,no,V-ko siph-ta,,Korean,kore1280,,
46,-ko + siph-,weak,circumstantial,?,positive,no,V-ko siph-ta,,Korean,kore1280,,
47,-ko + siph-,strong,bouletic,1,positive,no,V-ko siph-ta,,Korean,kore1280,,
48,ke-,strong,epistemic,?,positive,no,V + ke-ta,,Korean,kore1280,,
49,ke-,weak necessity,epistemic,1,positive,no,V + ke-ta,,Korean,kore1280,,
50,ke-,weak,epistemic,?,positive,no,V + ke-ta,,Korean,kore1280,,
51,ke-,strong,deontic,?,positive,no,V + ke-ta,,Korean,kore1280,,
52,ke-,weak necessity,deontic,?,positive,no,V + ke-ta,,Korean,kore1280,,
53,ke-,weak,deontic,?,positive,no,V + ke-ta,,Korean,kore1280,,
54,ke-,strong,teleological,?,positive,no,V + ke-ta,,Korean,kore1280,,
55,ke-,weak necessity,teleological,?,positive,no,V + ke-ta,,Korean,kore1280,,
56,ke-,weak,teleological,?,positive,no,V + ke-ta,,Korean,kore1280,,
57,ke-,strong,circumstantial,?,positive,no,V + ke-ta,,Korean,kore1280,,
58,ke-,weak,circumstantial,?,positive,no,V + ke-ta,,Korean,kore1280,,
59,ke-,strong,bouletic,?,positive,no,V + ke-ta,,Korean,kore1280,,
60,they-,strong,epistemic,?,positive,no,V + they-n-tey,,Korean,kore1280,,
61,they-,weak necessity,epistemic,1,positive,no,V + they-n-tey,,Korean,kore1280,,
62,they-,weak,epistemic,?,positive,no,V + they-n-tey,,Korean,kore1280,,
63,they-,strong,deontic,?,positive,no,V + they-n-tey,,Korean,kore1280,,
64,they-,weak necessity,deontic,?,positive,no,V + they-n-tey,,Korean,kore1280,,
65,they-,weak,deontic,?,positive,no,V + they-n-tey,,Korean,kore1280,,
66,they-,strong,teleological,?,positive,no,V + they-n-tey,,Korean,kore1280,,
67,they-,weak necessity,teleological,?,positive,no,V + they-n-tey,,Korean,kore1280,,
68,they-,weak,teleological,?,positive,no,V + they-n-tey,,Korean,kore1280,,
69,they-,strong,circumstantial,?,positive,no,V + they-n-tey,,Korean,kore1280,,
70,they-,weak,circumstantial,?,positive,no,V + they-n-tey,,Korean,kore1280,,
71,they-,strong,bouletic,?,positive,no,V + they-n-tey,,Korean,kore1280,,
72,-ya + keyss-,strong,epistemic,?,positive,no,V-ya + keyss-ta,,Korean,kore1280,,
73,-ya + keyss-,weak necessity,epistemic,?,positive,no,V-ya + keyss-ta,,Korean,kore1280,,
74,-ya + keyss-,weak,epistemic,?,positive,no,V-ya + keyss-ta,,Korean,kore1280,,
75,-ya + keyss-,strong,deontic,?,positive,no,V-ya + keyss-ta,,Korean,kore1280,,
